block_height,block_index,total,fees,size,gas_limit,gas_used,gas_price,gas_tip_cap,gas_fee_cap,confirmed,received,ver,double_spend,vin_sz,vout_sz,confirmations,confidence,Label
4983080,117,2.00E+16,8.61E+14,109,21000,21000,41000000000,41000000000,41000000000,1517037110,1517037091,0,0,1,1,9799956,1,1
4897590,44,6.93E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515748657,1515748615,0,0,1,1,9885619,1,1
4897590,45,1.17E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515748657,1515748616,0,0,1,1,9885619,1,1
4897626,115,6.53E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515749150,1515749150,0,0,1,1,9885583,1,1
4897697,71,6.46E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515750299,1515750295,0,0,1,1,9885512,1,1
4897725,74,5.24E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515750646,1515750646,0,0,1,1,9885484,1,1
4897864,286,7.19E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515753068,1515753037,0,0,1,1,9885345,1,1
4898637,43,1.50E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515764922,1515764904,0,0,1,1,9884572,1,1
4898653,31,6.64E+16,1.26E+15,109,21020,21000,60000000000,60000000000,60000000000,1515765113,1515765111,0,0,1,1,9884556,1,1
4899105,51,7.41E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515772416,1515772425,0,0,1,1,9884105,1,1
4899335,58,6.49E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515776246,1515776222,0,0,1,1,9883875,1,1
4899745,56,7.40E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515782593,1515782585,0,0,1,1,9883465,1,1
4899763,127,4.13E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515782919,1515782898,0,0,1,1,9883447,1,1
4899803,70,1.44E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515783506,1515783505,0,0,1,1,9883407,1,1
4900579,67,1.04E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515795773,1515795771,0,0,1,1,9882631,1,1
4900736,139,6.00E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515798605,1515798605,0,0,1,1,9882474,1,1
4900843,322,2.80E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515800095,1515800057,0,0,1,1,9882367,1,1
4900871,130,2.38E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515800516,1515800556,0,0,1,1,9882339,1,1
4900882,194,7.69E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515800664,1515800647,0,0,1,1,9882328,1,1
4901376,13,8.88E+17,1.26E+15,110,21050,21000,60000000000,60000000000,60000000000,1515808417,1515808412,0,0,1,1,9881834,1,1
4901751,111,2.11E+14,9.66E+14,108,21000,21000,46000000000,46000000000,46000000000,1515813974,1515813937,0,0,1,1,9881459,1,1
4901783,119,5.18E+15,1.43E+15,109,21000,21000,68000000000,68000000000,68000000000,1515814460,1515814424,0,0,1,1,9881427,1,1
4901790,364,6.21E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515814584,1515814423,0,0,1,1,9881420,1,1
4901844,205,7.83E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515815241,1515815256,0,0,1,1,9881366,1,1
4901850,77,2.66E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515815303,1515815301,0,0,1,1,9881360,1,1
4901861,157,2.96E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515815459,1515815459,0,0,1,1,9881349,1,1
4901962,301,5.02E+16,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515817105,1515817105,0,0,1,1,9881248,1,1
4901977,266,2.82E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515817448,1515817233,0,0,1,1,9881233,1,1
4901989,134,6.21E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515817641,1515817642,0,0,1,1,9881221,1,1
4901990,105,1.05E+19,1.43E+15,110,21000,21000,68000000000,68000000000,68000000000,1515817723,1515817678,0,0,1,1,9881220,1,1
4902007,97,2.50E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515818007,1515818007,0,0,1,1,9881203,1,1
4902028,224,8.29E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515818311,1515818309,0,0,1,1,9881182,1,1
4902053,94,1.37E+15,8.40E+14,111,21000,21000,40000000000,40000000000,40000000000,1515818797,1515818793,0,0,1,1,9881157,1,1
4902066,194,2.40E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515819009,1515819009,0,0,1,1,9881144,1,1
4902067,245,4.37E+16,9.87E+14,109,21000,21000,47000000000,47000000000,47000000000,1515819035,1515819028,0,0,1,1,9881143,1,1
4902096,266,1.80E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515819500,1515819484,0,0,1,1,9881114,1,1
4902149,143,2.38E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515820268,1515820268,0,0,1,1,9881061,1,1
4902184,122,1.67E+16,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515820923,1515820856,0,0,1,1,9881026,1,1
4902256,105,8.17E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515821994,1515821981,0,0,1,1,9880954,1,1
4902447,231,9.97E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1515824898,1515824779,0,0,1,1,9880763,1,1
4902471,5,3.14E+15,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1515825276,1515825211,0,0,1,1,9880739,1,1
4902526,182,1.67E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515826306,1515825374,0,0,1,1,9880684,1,1
4902526,212,4.17E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515826306,1515825781,0,0,1,1,9880684,1,1
4902573,262,1.69E+16,1.47E+15,109,21000,21000,70000000000,70000000000,70000000000,1515827070,1515827075,0,0,1,1,9880637,1,1
4902598,119,7.25E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515827508,1515827508,0,0,1,1,9880613,1,1
4902626,348,1.62E+17,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1515828003,1515828003,0,0,1,1,9880585,1,1
4902713,73,8.70E+16,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1515829630,1515825522,0,0,1,1,9880498,1,1
4902979,260,7.43E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515834150,1515834150,0,0,1,1,9880232,1,1
4903060,350,3.74E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515835466,1515835438,0,0,1,1,9880151,1,1
4903069,232,2.20E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515835581,1515835555,0,0,1,1,9880142,1,1
4903091,123,1.29E+16,9.87E+14,109,21000,21000,47000000000,47000000000,47000000000,1515836027,1515836027,0,0,1,1,9880120,1,1
4903104,468,1.77E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515836298,1515836298,0,0,1,1,9880107,1,1
4903130,248,7.83E+15,9.87E+14,109,21000,21000,47000000000,47000000000,47000000000,1515836725,1515836725,0,0,1,1,9880081,1,1
4903146,19,2.54E+15,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515836894,1515836919,0,0,1,1,9880065,1,1
4903498,337,4.93E+17,9.87E+14,110,21000,21000,47000000000,47000000000,47000000000,1515842613,1515842592,0,0,1,1,9879713,1,1
4903633,64,6.61E+15,9.87E+14,109,21000,21000,47000000000,47000000000,47000000000,1515844633,1515844626,0,0,1,1,9879578,1,1
4904313,233,7.41E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515855263,1515855262,0,0,1,1,9878898,1,1
4904500,128,1.65E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515857913,1515857890,0,0,1,1,9878711,1,1
4904553,260,3.08E+15,1.26E+15,108,21000,21000,60000000000,60000000000,60000000000,1515858824,1515858807,0,0,1,1,9878659,1,1
4904607,91,1.00E+16,1.68E+15,109,25200,21000,80000000000,80000000000,80000000000,1515859726,1515859720,0,0,1,1,9878605,1,1
4904792,198,6.48E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515862586,1515862557,0,0,1,1,9878420,1,1
4904848,365,5.96E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515863503,1515863484,0,0,1,1,9878364,1,1
4905028,190,2.51E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515866254,1515866142,0,0,1,1,9878184,1,1
4905053,90,1.07E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515866669,1515866669,0,0,1,1,9878159,1,1
4905061,89,1.67E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515866792,1515866785,0,0,1,1,9878151,1,1
4905173,122,1.84E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515868575,1515868574,0,0,1,1,9878039,1,1
4905400,116,1.60E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1515872221,1515872208,0,0,1,1,9877812,1,1
4905447,256,2.01E+14,1.26E+15,108,21000,21000,60000000000,60000000000,60000000000,1515872934,1515872896,0,0,1,1,9877765,1,1
4905623,170,4.10E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515875683,1515875650,0,0,1,1,9877589,1,1
4905660,179,9.20E+16,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1515876257,1515876239,0,0,1,1,9877552,1,1
5261519,23,3.07E+20,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1521109339,1521109336,0,0,1,1,9521693,1,1
5279184,124,6.81E+17,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1521367840,1521367819,0,0,1,1,9504028,1,1
5730199,57,1.53E+15,8.61E+14,109,21000,21000,41000000000,41000000000,41000000000,1528071120,1528071094,0,0,1,1,9053034,1,1
5731201,143,4.47E+14,1.68E+14,109,21000,21000,8000000000,8000000000,8000000000,1528085802,1528082811,0,1,1,1,9052032,1,1
5746311,69,1.70E+15,2.10E+14,109,25200,21000,10000000000,10000000000,10000000000,1528317412,1528317381,0,0,1,1,9036922,1,1
5746378,85,9.02E+14,1.91E+14,109,25200,21000,9100000000,9100000000,9100000000,1528318394,1528318394,0,0,1,1,9036855,1,1
5763518,154,1.52E+14,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1528581385,1528581367,0,0,1,1,9019716,1,1
5781815,200,5.00E+14,2.10E+14,109,21000,21000,10000000000,10000000000,10000000000,1528859746,1528859752,0,0,1,1,9001419,1,1
5782500,81,1.57E+14,1.05E+14,108,21000,21000,5000000000,5000000000,5000000000,1528870423,1528870423,0,0,1,1,9000734,1,1
5800284,247,5.00E+14,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1529134844,1529134831,0,0,1,1,8982950,1,1
5834342,297,6.44E+13,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1529636730,1529636728,0,0,1,1,8948892,1,1
5865128,73,1.92E+14,6.30E+13,107,21000,21000,3000000000,3000000000,3000000000,1530094067,1530094067,0,0,1,1,8918106,1,1
5928004,230,4.46E+14,2.52E+14,111,21000,21000,12000000000,12000000000,12000000000,1531027810,1531027809,0,0,1,1,8855230,1,1
5971123,244,6.77E+13,1.47E+14,108,21000,21000,7000000000,7000000000,7000000000,1531655583,1531655458,0,0,1,1,8812111,1,1
5971143,197,1.31E+14,1.47E+14,108,21000,21000,7000000000,7000000000,7000000000,1531655956,1531655878,0,1,1,1,8812091,1,1
5981615,19,2.02E+13,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1531810474,1531810060,0,1,1,1,8801619,1,1
5987330,412,1.89E+14,1.05E+14,108,21000,21000,5000000000,5000000000,5000000000,1531895682,1531895681,0,0,1,1,8795904,1,1
5987485,128,1.20E+13,6.30E+13,107,21000,21000,3000000000,3000000000,3000000000,1531898039,1531898018,0,0,1,1,8795749,1,1
6008983,271,1.51E+14,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1532214076,1532214027,0,0,1,1,8774251,1,1
6011030,188,1.80E+13,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1532243548,1532243530,0,0,1,1,8772204,1,1
6017063,248,2.00E+14,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1532331488,1532331390,0,0,1,1,8766171,1,1
6017063,291,5.39E+13,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1532331488,1532331251,0,0,1,1,8766171,1,1
6018628,131,3.35E+13,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1532354533,1532353645,0,1,1,1,8764606,1,1
6018628,131,3.35E+13,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1532354533,1532353645,0,1,1,1,8764606,1,1
6022673,206,1.00E+14,4.20E+13,108,21000,21000,2000000000,2000000000,2000000000,1532414650,1532414637,0,0,1,1,8760561,1,1
6022696,193,2.48E+13,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1532415005,1532414973,0,0,1,1,8760538,1,1
6027737,273,1.55E+14,4.20E+13,108,21000,21000,2000000000,2000000000,2000000000,1532489582,1532489551,0,0,1,1,8755497,1,1
6029688,131,3.83E+12,2.10E+13,107,21000,21000,1000000000,1000000000,1000000000,1532518096,1532495471,0,0,1,1,8753546,1,1
6063375,183,1.08E+14,2.10E+13,108,21000,21000,1000000000,1000000000,1000000000,1533007949,1533003138,0,0,1,1,8719859,1,1
6070727,183,5.00E+13,2.35E+13,107,22000,21000,1120000000,1120000000,1120000000,1533116761,1533116724,0,0,1,1,8712507,1,1
6091028,114,4.63E+13,2.52E+13,107,21000,21000,1200000000,1200000000,1200000000,1533411965,1533411939,0,0,1,1,8692207,1,1
6091031,201,8.00E+13,3.36E+13,107,21000,21000,1600000000,1600000000,1600000000,1533412059,1533412001,0,0,1,1,8692204,1,1
6091064,206,3.52E+13,2.31E+13,107,21000,21000,1100000000,1100000000,1100000000,1533412544,1533412416,0,0,1,1,8692171,1,1
6093534,225,5.00E+14,1.36E+14,109,25200,21000,6468750000,6468750000,6468750000,1533448626,1533448600,0,0,1,1,8689701,1,1
6182487,139,2.09E+14,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1534748453,1534748420,0,0,1,1,8600748,1,1
6182531,476,1.27E+14,4.20E+13,107,21000,21000,2000000000,2000000000,2000000000,1534749213,1534748991,0,0,1,1,8600704,1,1
6182757,208,1.00E+15,1.68E+14,109,25200,21000,8000000000,8000000000,8000000000,1534752309,1534752301,0,0,1,1,8600478,1,1
6183036,65,1.00E+15,1.68E+14,109,25200,21000,8000000000,8000000000,8000000000,1534756301,1534756287,0,0,1,1,8600199,1,1
6183198,50,2.00E+15,1.68E+14,109,25200,21000,8000000000,8000000000,8000000000,1534758808,1534758793,0,0,1,1,8600037,1,1
6183357,249,7.50E+14,4.20E+13,108,22000,21000,2000000000,2000000000,2000000000,1534761077,1534761070,0,0,1,1,8599878,1,1
6183404,312,1.50E+14,4.20E+13,107,22000,21000,2000000000,2000000000,2000000000,1534761710,1534761703,0,0,1,1,8599832,1,1
6187582,207,1.00E+15,1.68E+14,109,25200,21000,8000000000,8000000000,8000000000,1534822138,1534822096,0,0,1,1,8595654,1,1
6187704,172,5.50E+14,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1534823984,1534823965,0,1,1,1,8595532,1,1
6248830,91,1.00E+15,4.20E+14,109,25200,21000,20000000000,20000000000,20000000000,1535715826,1535715821,0,0,1,1,8534406,1,1
6248868,576,6.37E+14,5.04E+13,108,53000,21000,2400000000,2400000000,2400000000,1535716385,1535716378,0,0,1,1,8534368,1,1
6248888,10,5.00E+14,3.57E+14,109,25200,21000,17000000000,17000000000,17000000000,1535716701,1535716701,0,0,1,1,8534348,1,1
6252529,72,1.00E+15,1.68E+14,109,25200,21000,8000000000,8000000000,8000000000,1535769844,1535769827,0,0,1,1,8530707,1,1
6252536,15,5.00E+15,8.40E+14,109,25200,21000,40000000000,40000000000,40000000000,1535769957,1535769939,0,0,1,1,8530700,1,1
6252696,267,9.53E+14,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1535772572,1535772528,0,0,1,1,8530540,1,1
6297619,13,2.00E+17,6.30E+13,112,50000,21000,3000000000,3000000000,3000000000,1536424468,1536424446,0,0,1,1,8485617,1,1
6297650,143,2.00E+17,7.56E+13,109,53000,21000,3600000000,3600000000,3600000000,1536425020,1536425020,0,0,1,1,8485587,1,1
6431238,238,5.00E+14,2.10E+14,109,21000,21000,10000000000,10000000000,10000000000,1538329960,1538329941,0,0,1,1,8351999,1,1
6450324,346,8.84E+13,9.24E+13,108,21000,21000,4400000000,4400000000,4400000000,1538599495,1538599453,0,0,1,1,8332913,1,1
6451208,123,5.00E+16,6.30E+13,111,50000,21000,3000000000,3000000000,3000000000,1538611909,1538611886,0,0,1,1,8332029,1,1
6451215,213,4.99E+16,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1538611998,1538611986,0,0,1,1,8332022,1,1
6485026,192,1.00E+15,1.05E+14,109,25200,21000,5000000000,5000000000,5000000000,1539085157,1539085157,0,0,1,1,8298211,1,1
6495690,79,1.00E+15,1.46E+14,109,25200,21000,6950000000,6950000000,6950000000,1539234507,1539234498,0,0,1,1,8287547,1,1
6495717,164,6.17E+14,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1539234879,1539234869,0,0,1,1,8287520,1,1
6500499,105,2.10E+14,1.26E+14,110,21000,21000,6000000000,6000000000,6000000000,1539301745,1539301744,0,0,1,1,8282738,1,1
6508540,309,1.00E+15,7.35E+13,108,25200,21000,3500000000,3500000000,3500000000,1539413804,1539413795,0,0,1,1,8274697,1,1
6508622,251,5.85E+14,4.83E+13,109,21000,21000,2300000000,2300000000,2300000000,1539414767,1539414745,0,1,1,1,8274615,1,1
6588911,191,5.00E+14,1.21E+14,109,25200,21000,5742224110,5742224110,5742224110,1540548365,1540548351,0,0,1,1,8194326,1,1
6593469,96,5.00E+14,2.10E+14,109,25200,21000,10000000000,10000000000,10000000000,1540612620,1540612605,0,0,1,1,8189768,1,1
6609190,209,5.00E+16,6.30E+13,111,50000,21000,3000000000,3000000000,3000000000,1540835113,1540835118,0,0,1,1,8174047,1,1
6609197,140,4.99E+16,1.26E+14,110,21000,21000,6000000000,6000000000,6000000000,1540835205,1540835186,0,0,1,1,8174040,1,1
6619337,80,2.00E+15,1.05E+14,109,25200,21000,5000000000,5000000000,5000000000,1540978030,1540977973,0,0,1,1,8163900,1,1
6621883,160,9.23E+14,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1541014852,1541014838,0,0,1,1,8161354,1,1
6709835,141,1.00E+15,3.99E+14,109,25200,21000,19000000000,19000000000,19000000000,1542260605,1542260608,0,0,1,1,8073402,1,1
6709858,198,5.32E+14,1.68E+14,110,21000,21000,8000000000,8000000000,8000000000,1542260988,1542260920,0,1,1,1,8073379,1,1
6732472,11,5.00E+16,6.30E+13,111,50000,21000,3000000000,3000000000,3000000000,1542580088,1542580088,0,0,1,1,8050765,1,1
6735225,128,4.90E+16,4.20E+14,110,21000,21000,20000000000,20000000000,20000000000,1542619520,1542619529,0,0,1,1,8048012,1,1
6738014,207,5.19E+14,8.40E+13,109,21000,21000,4000000000,4000000000,4000000000,1542659250,1542659197,0,0,1,1,8045223,1,1
6830310,384,3.70E+14,2.10E+14,111,21000,21000,10000000000,10000000000,10000000000,1543973409,1543973409,0,0,1,1,7952927,1,1
6843620,260,5.00E+16,2.10E+14,112,50000,21000,10000000000,10000000000,10000000000,1544164557,1544164554,0,0,1,1,7939617,1,1
6843624,101,5.00E+16,1.89E+14,110,21000,21000,9000000000,9000000000,9000000000,1544164633,1544164628,0,0,1,1,7939613,1,1
6879530,106,5.24E+14,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1544675683,1544675663,0,0,1,1,7903707,1,1
6911870,68,3.00E+14,1.89E+14,111,21000,21000,9000000000,9000000000,9000000000,1545141719,1545141715,0,0,1,1,7871367,1,1
6911939,372,9.49E+13,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1545142715,1545095381,0,0,1,1,7871298,1,1
6920993,257,3.26E+14,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1545276806,1545276807,0,0,1,1,7862244,1,1
6938701,175,6.00E+15,2.10E+14,109,41000,21000,10000000000,10000000000,10000000000,1545536984,1545536976,0,0,1,1,7844536,1,1
6938715,147,5.71E+15,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1545537175,1545537172,0,0,1,1,7844522,1,1
6980735,41,2.26E+14,6.30E+13,107,21000,21000,3000000000,3000000000,3000000000,1546150293,1546150292,0,0,1,1,7802502,1,1
7031992,354,2.94E+14,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1546925867,1546925862,0,0,1,1,7751245,1,1
7032011,197,1.40E+14,6.30E+13,108,21000,21000,3000000000,3000000000,3000000000,1546926220,1546926191,0,0,1,1,7751226,1,1
7048888,144,1.20E+14,8.40E+13,107,21000,21000,4000000000,4000000000,4000000000,1547187606,1547187606,0,0,1,1,7734349,1,1
7124809,107,1.00E+15,2.31E+14,109,41000,21000,11000000000,11000000000,11000000000,1548397812,1548397812,0,0,1,1,7658428,1,1
7135021,310,4.87E+14,4.20E+13,109,21000,21000,2000000000,2000000000,2000000000,1548571672,1548571672,0,0,1,1,7648216,1,1
7143270,320,8.19E+13,4.20E+13,109,21000,21000,2000000000,2000000000,2000000000,1548717427,1548717427,0,0,1,1,7639967,1,1
7159498,321,8.00E+14,3.51E+14,109,41000,21000,16700594000,16700594000,16700594000,1549003565,1549003565,0,0,1,1,7623739,1,1
7159513,219,6.45E+14,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1549003934,1549003934,0,0,1,1,7623724,1,1
7159547,18,1.00E+15,2.80E+14,108,41000,21000,13340000000,13340000000,13340000000,1549004510,1549004510,0,0,1,1,7623691,1,1
7159557,135,1.95E+14,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1549004706,1549004706,0,0,1,1,7623687,1,1
7239537,21,8.13E+15,4.20E+14,111,22000,21000,20000000000,20000000000,20000000000,1550527709,1550527697,0,0,1,1,7543708,1,1
7240679,125,7.66E+15,2.52E+14,110,21000,21000,12000000000,12000000000,12000000000,1550550206,1550550161,0,0,1,1,7542566,1,1
7253117,131,3.37E+16,2.31E+14,111,22000,21000,11000000000,11000000000,11000000000,1550803831,1550803800,0,0,1,1,7530128,1,1
7253119,107,7.68E+15,2.31E+14,110,21000,21000,11000000000,11000000000,11000000000,1550803871,1550803840,0,0,1,1,7530126,1,1
7253230,228,2.56E+16,2.10E+14,110,21000,21000,10000000000,10000000000,10000000000,1550806098,1550806047,0,0,1,1,7530015,1,1
7329044,43,1.00E+15,2.10E+14,109,21000,21000,10000000000,10000000000,10000000000,1552017907,1552017896,0,0,1,1,7454201,1,1
7329055,138,5.70E+14,2.10E+14,110,21000,21000,10000000000,10000000000,10000000000,1552018053,1552018039,0,0,1,1,7454190,1,1
7366462,310,4.08E+16,1.05E+14,111,22000,21000,5000000000,5000000000,5000000000,1552521425,1552521426,0,0,1,1,7416783,1,1
7367444,238,4.05E+16,1.05E+14,110,22000,21000,5000000000,5000000000,5000000000,1552534630,1552534646,0,0,1,1,7415801,1,1
7419102,352,7.50E+13,2.52E+13,107,21000,21000,1200000000,1200000000,1200000000,1553229376,1553228791,0,0,1,1,7364143,1,1
7963219,144,1.00E+15,3.15E+14,111,21000,21000,15000000000,15000000000,15000000000,1560566806,1560566800,0,0,1,1,6820026,1,1
8308576,204,2.50E+14,4.83E+13,108,21000,21000,2300000000,2300000000,2300000000,1565212464,1565212489,0,0,1,1,6474669,1,1
5683919,38,1.00E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1527361518,1527361510,0,0,1,1,9105262,1,1
5703332,152,9.99E+17,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1527658821,1527658807,0,0,1,1,9085849,1,1
6076830,296,5.00E+17,2.10E+13,111,21000,21000,1000000000,1000000000,1000000000,1533205881,1533205244,0,0,1,1,8688058,1,1
6079885,103,1.38E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1533250526,1533250517,0,0,1,1,8685004,1,1
6080410,12,1.01E+18,1.26E+15,113,21000,21000,60000000000,60000000000,60000000000,1533258390,1533258389,0,0,1,1,8684479,1,1
6248041,5,2.89E+18,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1535704165,1535704107,0,0,1,1,8516848,1,1
6361441,501,4.40E+16,1.47E+14,109,21000,21000,7000000000,7000000000,7000000000,1537337730,1537337667,0,0,1,1,8403313,1,1
6365478,307,4.39E+16,1.26E+14,109,21000,21000,6000000000,6000000000,6000000000,1537395944,1537395650,0,0,1,1,8399276,1,1
5926478,59,3.00E+17,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1531004467,1531004462,0,0,1,1,8863133,1,1
5927796,268,2.87E+17,2.10E+14,110,21000,21000,10000000000,10000000000,10000000000,1531024686,1531024630,0,0,1,1,8861815,1,1
5963977,252,1.00E+17,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1531552803,1531531742,0,0,1,1,8825634,1,1
5964838,262,5.00E+17,8.82E+14,110,21000,21000,42000000000,42000000000,42000000000,1531565683,1531565683,0,0,1,1,8824773,1,1
6487474,16,1.18E+18,1.05E+15,110,21000,21000,50000000000,50000000000,50000000000,1539118881,1539118863,0,0,1,1,8302137,1,1
6300597,68,2.00E+18,8.61E+14,111,21000,21000,41000000000,41000000000,41000000000,1536468566,1536468565,0,0,1,1,8488870,1,1
5592351,4,1.00E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1525965614,1525965613,0,0,1,1,9193362,1,1
5592525,18,5.00E+17,1.05E+15,113,21000,21000,50000000000,50000000000,50000000000,1525968308,1525968269,0,0,1,1,9193188,1,1
5593536,33,3.00E+18,4.20E+14,110,21000,21000,20000000000,20000000000,20000000000,1525983454,1525983448,0,0,1,1,9192177,1,1
5594988,45,4.00E+18,3.15E+14,110,21000,21000,15000000000,15000000000,15000000000,1526006187,1526006187,0,0,1,1,9190725,1,1
5596591,253,5.00E+17,1.47E+14,110,21000,21000,7000000000,7000000000,7000000000,1526030190,1526030180,0,0,1,1,9189122,1,1
5596622,158,5.00E+17,1.37E+14,110,21000,21000,6500000000,6500000000,6500000000,1526030555,1526030546,0,1,1,1,9189091,1,1
5596741,138,5.00E+17,1.05E+15,114,150000,21000,50000000000,50000000000,50000000000,1526032301,1526032294,0,0,1,1,9188972,1,1
5598090,6,1.00E+19,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1526052250,1526052250,0,0,1,1,9187623,1,1
5599766,28,5.09E+17,4.62E+14,113,42000,21000,22000000000,22000000000,22000000000,1526077717,1526077699,0,0,1,1,9185947,1,1
5776494,35,5.08E+17,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1528779571,1528779546,0,0,1,1,9009219,1,1
5517174,59,5.00E+17,1.16E+15,113,21000,21000,55000000000,55000000000,55000000000,1524831329,1524831264,0,0,1,1,9247629,1,1
5519470,107,5.16E+17,1.16E+15,113,21000,21000,55000000000,55000000000,55000000000,1524865851,1524865872,0,0,1,1,9245333,1,1
5525231,144,5.26E+16,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1524952092,1524952092,0,0,1,1,9239572,1,1
