block_height,block_index,total,fees,size,gas_limit,gas_used,gas_price,gas_tip_cap,gas_fee_cap,confirmed,received,ver,double_spend,vin_sz,vout_sz,confirmations,confidence,Label
5319866,2,3.17E+16,1.24E+15,109,21000,21000,59000000000,59000000000,59000000000,1521955859,1521955845,0,0,1,1,9463128,1,1
5319934,3,2.01E+17,1.24E+15,110,21000,21000,59000000000,59000000000,59000000000,1521956918,1521956915,0,0,1,1,9463060,1,1
5328030,0,2.18E+18,2.08E+15,110,40000,21000,99000000000,99000000000,99000000000,1522072358,1522072358,0,0,1,1,9454964,1,1
5328299,7,8.76E+16,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522076298,1522076264,0,0,1,1,9454695,1,1
5329510,127,4.00E+17,9.45E+14,112,21000,21000,45000000000,45000000000,45000000000,1522094182,1522094208,0,0,1,1,9453484,1,1
5331661,47,1.53E+16,7.56E+14,111,21000,21000,36000000000,36000000000,36000000000,1522125471,1522125468,0,0,1,1,9451333,1,1
5331674,4,7.43E+16,7.56E+14,111,21000,21000,36000000000,36000000000,36000000000,1522125657,1522125645,0,0,1,1,9451320,1,1
5332140,176,2.35E+18,7.56E+14,110,21000,21000,36000000000,36000000000,36000000000,1522133060,1522133056,0,0,1,1,9450854,1,1
5332746,3,1.40E+16,2.08E+15,108,21000,21000,99000000000,99000000000,99000000000,1522141327,1522141302,0,0,1,1,9450248,1,1
5333114,1,1.44E+17,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522146730,1522146725,0,0,1,1,9449880,1,1
5336273,34,5.40E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1522193436,1522193431,0,0,1,1,9446721,1,1
5336321,17,8.88E+16,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1522194065,1522194058,0,0,1,1,9446674,1,1
5337748,0,2.00E+18,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522214665,1522214651,0,0,1,1,9445247,1,1
5341604,18,9.02E+16,9.45E+14,110,21000,21000,45000000000,45000000000,45000000000,1522270735,1522270722,0,0,1,1,9441391,1,1
5356090,26,8.15E+16,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522480531,1522480522,0,0,1,1,9426905,1,1
5356160,3,2.39E+17,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522481503,1522481487,0,0,1,1,9426835,1,1
5356187,0,1.07E+17,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1522481936,1522481928,0,0,1,1,9426808,1,1
5367800,27,4.49E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1522647656,1522647643,0,0,1,1,9415195,1,1
7497631,135,1.53E+16,1.26E+14,109,21000,21000,6000000000,6000000000,6000000000,1554290279,1554290279,0,0,1,1,7285364,1,1
4960359,10,6.20E+18,1.47E+15,110,60000,21000,70000000000,70000000000,70000000000,1516707667,1516707675,0,0,1,1,9825337,1,1
4960479,139,6.13E+15,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1516709368,1516709355,0,0,1,1,9825217,1,1
4961076,271,6.68E+16,5.04E+14,109,21000,21000,24000000000,24000000000,24000000000,1516717966,1516717952,0,0,1,1,9824620,1,1
4961246,15,2.50E+17,1.03E+15,110,50000,21000,49000000000,49000000000,49000000000,1516720100,1516720099,0,0,1,1,9824450,1,1
4962209,3,1.00E+18,2.04E+15,110,50000,21000,97000000000,97000000000,97000000000,1516733807,1516733799,0,0,1,1,9823487,1,1
4962217,95,4.93E+17,7.35E+14,110,25200,21000,35000000000,35000000000,35000000000,1516734014,1516734014,0,0,1,1,9823479,1,1
4962228,64,5.00E+17,2.04E+15,110,50000,21000,97000000000,97000000000,97000000000,1516734161,1516734160,0,0,1,1,9823468,1,1
4962993,14,2.00E+17,2.10E+15,113,21000,21000,1.00E+11,1.00E+11,1.00E+11,1516745311,1516745304,0,0,1,1,9822703,1,1
4964828,48,1.20E+18,1.03E+15,110,50000,21000,49000000000,49000000000,49000000000,1516772586,1516772577,0,0,1,1,9820868,1,1
4965023,82,5.68E+17,6.30E+14,110,50000,21000,30000000000,30000000000,30000000000,1516775205,1516775200,0,0,1,1,9820673,1,1
4965152,221,5.00E+16,9.24E+14,109,21000,21000,44000000000,44000000000,44000000000,1516777294,1516777597,0,0,1,1,9820544,1,1
4965169,100,1.00E+18,1.03E+15,110,50000,21000,49000000000,49000000000,49000000000,1516777591,1516777628,0,0,1,1,9820527,1,1
4965549,41,3.80E+17,8.40E+14,110,25200,21000,40000000000,40000000000,40000000000,1516783487,1516783474,0,0,1,1,9820147,1,1
4966138,6,8.00E+17,2.08E+15,110,21000,21000,99000000000,99000000000,99000000000,1516791719,1516791709,0,0,1,1,9819558,1,1
4970012,173,5.00E+17,1.03E+15,110,50000,21000,49000000000,49000000000,49000000000,1516847688,1516847688,0,0,1,1,9815684,1,1
4970714,293,7.00E+16,2.10E+14,109,50000,21000,10000000000,10000000000,10000000000,1516858042,1516858017,0,0,1,1,9814982,1,1
4972875,109,1.40E+17,1.03E+15,110,50000,21000,49000000000,49000000000,49000000000,1516889705,1516889705,0,0,1,1,9812821,1,1
4981062,45,6.71E+18,8.61E+14,110,50000,21000,41000000000,41000000000,41000000000,1517008414,1517008413,0,0,1,1,9804634,1,1
4981066,21,6.71E+18,8.61E+14,110,50000,21000,41000000000,41000000000,41000000000,1517008467,1517008465,0,0,1,1,9804630,1,1
4393361,94,3.31E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508435082,1508435082,0,0,1,1,10371494,1,1
4394910,13,4.63E+19,6.30E+14,111,21000,21000,30000000000,30000000000,30000000000,1508456716,1508456716,0,0,1,1,10369945,1,1
4394958,21,1.52E+19,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508457479,1508457447,0,0,1,1,10369897,1,1
4394969,1,9.99E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508457625,1508457603,0,0,1,1,10369886,1,1
4394970,37,8.76E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508457638,1508457626,0,0,1,1,10369885,1,1
4394972,13,9.99E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508457644,1508457641,0,0,1,1,10369883,1,1
4394987,46,2.99E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508457898,1508457890,0,0,1,1,10369868,1,1
4395627,0,1.27E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508466531,1508466531,0,0,1,1,10369228,1,1
4395658,19,4.81E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508466997,1508466989,0,0,1,1,10369197,1,1
4395943,118,7.10E+19,6.30E+14,111,21000,21000,30000000000,30000000000,30000000000,1508470906,1508470906,0,0,1,1,10368912,1,1
4396046,2,6.00E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508472403,1508472403,0,0,1,1,10368809,1,1
4396053,19,5.16E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508472486,1508472482,0,0,1,1,10368802,1,1
4396360,13,1.54E+18,6.30E+14,111,21000,21000,30000000000,30000000000,30000000000,1508476990,1508476970,0,0,1,1,10368495,1,1
4396372,2,1.05E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508477341,1508477330,0,0,1,1,10368483,1,1
4396443,30,1.15E+19,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508478337,1508478325,0,0,1,1,10368412,1,1
4398184,28,9.99E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508501726,1508501717,0,0,1,1,10366671,1,1
4401339,12,1.00E+19,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508545315,1508545292,0,0,1,1,10363516,1,1
4401339,13,4.45E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508545315,1508545309,0,0,1,1,10363516,1,1
4401483,47,1.03E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508547266,1508547248,0,0,1,1,10363372,1,1
4401483,50,2.05E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1508547266,1508547224,0,0,1,1,10363372,1,1
4429708,31,1.87E+20,3.36E+14,111,21000,21000,16000000000,16000000000,16000000000,1508938154,1508938148,0,0,1,1,10335147,1,1
4292008,326,1.00E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1505810362,1505810362,0,0,1,1,10497100,1,1
4292974,66,2.00E+18,5.25E+14,111,200000,21000,25000000000,25000000000,25000000000,1505832931,1505832916,0,0,1,1,10496134,1,1
4293308,456,1.65E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1505841128,1505841088,0,0,1,1,10495800,1,1
4293450,72,4.00E+17,1.26E+15,111,200000,21000,60000000000,60000000000,60000000000,1505844763,1505844137,0,0,1,1,10495658,1,1
4295436,100,3.27E+17,4.62E+14,110,25200,21000,22000000000,22000000000,22000000000,1505891964,1505891880,0,0,1,1,10493673,1,1
4295825,215,2.00E+17,4.20E+14,111,200000,21000,20000000000,20000000000,20000000000,1505901674,1505901660,0,0,1,1,10493284,1,1
4298739,107,3.64E+16,4.41E+14,110,90000,21000,21000000000,21000000000,21000000000,1505971490,1505971464,0,0,1,1,10490370,1,1
4301145,177,1.00E+17,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506032273,1506032247,0,0,1,1,10487964,1,1
4303886,62,3.89E+17,4.41E+14,111,200000,21000,21000000000,21000000000,21000000000,1506112670,1506112653,0,0,1,1,10485223,1,1
4311756,12,3.37E+17,2.31E+14,110,21000,21000,11000000000,11000000000,11000000000,1506348347,1506348339,0,0,1,1,10477353,1,1
4410294,4,6.44E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1508668831,1508668807,0,0,1,1,10378815,1,1
5509050,18,2.00E+18,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1524709425,1524709414,0,0,1,1,9255777,1,1
5509060,49,3.52E+18,1.05E+14,110,21000,21000,5000000000,5000000000,5000000000,1524709517,1524709513,0,0,1,1,9255767,1,1
5509410,20,5.00E+17,1.16E+15,113,21000,21000,55000000000,55000000000,55000000000,1524714989,1524714986,0,0,1,1,9255417,1,1
5550427,71,9.80E+17,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1525334184,1525335283,0,0,1,1,9214400,1,1
5554744,28,3.00E+18,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1525400039,1525400024,0,0,1,1,9210083,1,1
5559486,106,1.29E+18,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1525472177,1525472134,0,0,1,1,9205341,1,1
5571370,41,2.33E+18,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1525650763,1525650753,0,0,1,1,9193457,1,1
5572474,44,3.90E+17,4.83E+14,110,21000,21000,23000000000,23000000000,23000000000,1525667120,1525667110,0,0,1,1,9192353,1,1
6200888,300,1.00E+18,4.62E+13,109,21000,21000,2200000000,2200000000,2200000000,1535017144,1535017102,0,1,1,1,8588255,1,1
6398132,120,7.00E+17,1.47E+14,110,21000,21000,7000000000,7000000000,7000000000,1537860670,1537860667,0,0,1,1,8391011,1,1
6568623,101,1.70E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1540261771,1540261769,0,0,1,1,8220520,1,1
6128513,108,6.90E+17,1.37E+15,113,21000,21000,65000000000,65000000000,65000000000,1533958669,1533958687,0,0,1,1,8654481,1,1
6128534,11,1.14E+18,1.47E+14,110,21000,21000,7000000000,7000000000,7000000000,1533958943,1533958942,0,0,1,1,8654460,1,1
6130014,146,2.00E+18,1.05E+14,110,21000,21000,5000000000,5000000000,5000000000,1533980415,1533980407,0,0,1,1,8652980,1,1
6130319,75,2.71E+18,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1533984942,1533984934,0,0,1,1,8652675,1,1
6130839,184,1.20E+18,6.30E+13,109,21000,21000,3000000000,3000000000,3000000000,1533992264,1533992242,0,0,1,1,8652155,1,1
6398566,10,7.74E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1537866603,1537866579,0,0,1,1,8384428,1,1
5630066,126,1.00E+14,2.77E+14,108,25200,21000,13200000000,13200000000,13200000000,1526536899,1526536899,0,1,1,1,9134891,1,1
5640624,136,5.05E+17,4.20E+14,114,200000,21000,20000000000,20000000000,20000000000,1526699040,1526698698,0,0,1,1,9124333,1,1
5640857,176,6.20E+17,1.05E+15,114,150000,21000,50000000000,50000000000,50000000000,1526702754,1526702754,0,0,1,1,9124100,1,1
5651910,16,1.12E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1526870788,1526870775,0,0,1,1,9113047,1,1
5702480,178,7.02E+15,3.78E+14,109,25200,21000,18000000000,18000000000,18000000000,1527645598,1527645527,0,0,1,1,9062436,1,1
5702489,270,1.05E+16,4.20E+14,109,21000,21000,20000000000,20000000000,20000000000,1527645704,1527645708,0,0,1,1,9062427,1,1
5702575,18,3.52E+16,4.20E+14,109,25200,21000,20000000000,20000000000,20000000000,1527647201,1527647201,0,0,1,1,9062342,1,1
5702604,55,5.26E+16,4.20E+14,109,25200,21000,20000000000,20000000000,20000000000,1527647659,1527647654,0,0,1,1,9062313,1,1
5702674,77,8.78E+16,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1527648832,1527648815,0,0,1,1,9062243,1,1
5702709,13,7.04E+16,4.83E+14,111,21000,21000,23000000000,23000000000,23000000000,1527649459,1527649458,0,0,1,1,9062208,1,1
5702764,256,1.75E+16,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1527650212,1527650148,0,0,1,1,9062153,1,1
5703473,202,4.51E+16,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1527660843,1527659332,0,0,1,1,9061444,1,1
5714716,63,4.52E+16,8.40E+14,112,200000,21000,40000000000,40000000000,40000000000,1527833740,1527833704,0,0,1,1,9050202,1,1
5714865,202,6.80E+16,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1527835724,1527835684,0,0,1,1,9050053,1,1
5725994,176,5.47E+16,2.31E+14,109,25000,21000,11000000000,11000000000,11000000000,1528006292,1528006292,0,0,1,1,9038924,1,1
5726013,189,9.77E+15,2.31E+14,109,21000,21000,11000000000,11000000000,11000000000,1528006606,1528006509,0,0,1,1,9038906,1,1
5727275,2,1.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528025607,1528025606,0,0,1,1,9037644,1,1
5727308,5,1.50E+15,8.61E+14,109,21000,21000,41000000000,41000000000,41000000000,1528026288,1528026275,0,0,1,1,9037611,1,1
5727333,39,1.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528026778,1528026756,0,0,1,1,9037586,1,1
5727424,53,1.00E+15,4.21E+14,108,25200,21000,20037500000,20037500000,20037500000,1528028088,1528028086,0,0,1,1,9037495,1,1
5727631,53,2.29E+15,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1528031203,1528031184,0,0,1,1,9037288,1,1
5727695,74,9.79E+15,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1528032262,1528032235,0,0,1,1,9037224,1,1
5727739,22,4.97E+15,2.52E+14,109,21000,21000,12000000000,12000000000,12000000000,1528032891,1528032889,0,0,1,1,9037180,1,1
5727791,43,2.52E+15,2.10E+14,109,23000,21000,10000000000,10000000000,10000000000,1528033720,1528033712,0,0,1,1,9037128,1,1
5727887,38,1.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528035149,1528035142,0,0,1,1,9037032,1,1
5727945,10,1.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528036173,1528036166,0,0,1,1,9036974,1,1
5728017,37,1.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528037388,1528037382,0,0,1,1,9036902,1,1
5733179,8,3.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528115380,1528115356,0,0,1,1,9031740,1,1
5735565,55,2.50E+15,2.94E+14,109,25200,21000,14000000000,14000000000,14000000000,1528152512,1528152512,0,0,1,1,9029354,1,1
5735889,131,3.00E+15,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528157104,1528157104,0,0,1,1,9029030,1,1
5741137,57,6.07E+15,2.31E+14,109,21000,21000,11000000000,11000000000,11000000000,1528238278,1528238272,0,0,1,1,9023782,1,1
5749404,196,4.75E+15,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1528365187,1528364516,0,0,1,1,9015515,1,1
5753329,236,1.15E+15,1.05E+14,109,21000,21000,5000000000,5000000000,5000000000,1528425373,1528424480,0,0,1,1,9011590,1,1
5755856,9,3.30E+16,4.21E+14,109,25200,21000,20037500000,20037500000,20037500000,1528463181,1528463172,0,0,1,1,9009064,1,1
5758426,182,8.80E+15,1.47E+14,109,21000,21000,7000000000,7000000000,7000000000,1528503849,1528503837,0,0,1,1,9006494,1,1
5759983,81,2.05E+16,1.89E+14,109,21000,21000,9000000000,9000000000,9000000000,1528526813,1528525997,0,1,1,1,9004937,1,1
4319794,1,1.18E+19,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1506589471,1506589469,0,1,1,1,10469631,1,1
4320952,34,1.57E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1506625319,1506625294,0,1,1,1,10468473,1,1
4321291,47,6.00E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1506635067,1506635021,0,1,1,1,10468134,1,1
4327868,5,2.85E+18,7.35E+14,110,21000,21000,35000000000,35000000000,35000000000,1506834739,1506834714,0,1,1,1,10461560,1,1
4327962,25,2.00E+17,7.35E+14,110,21000,21000,35000000000,35000000000,35000000000,1506837468,1506837431,0,1,1,1,10461466,1,1
4328048,11,4.80E+16,7.35E+14,109,21000,21000,35000000000,35000000000,35000000000,1506840001,1506839988,0,1,1,1,10461380,1,1
4332986,14,4.08E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1506989641,1506989616,0,1,1,1,10456444,1,1
4334195,52,1.99E+18,8.40E+14,110,25000,21000,40000000000,40000000000,40000000000,1507026591,1507026545,0,1,1,1,10455235,1,1
4334397,1,1.80E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1507032427,1507032383,0,1,1,1,10455034,1,1
4336727,200,2.11E+18,6.30E+14,110,50000,21000,30000000000,30000000000,30000000000,1507102168,1507102133,0,1,1,1,10452704,1,1
4337289,8,8.82E+17,6.30E+14,110,30000,21000,30000000000,30000000000,30000000000,1507119259,1507119245,0,1,1,1,10452142,1,1
4338194,63,6.54E+16,6.30E+14,109,21000,21000,30000000000,30000000000,30000000000,1507145613,1507145572,0,1,1,1,10451237,1,1
4338486,9,1.02E+17,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1507153990,1507153977,0,0,1,1,10450945,1,1
4338832,13,9.46E+16,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1507164203,1507164196,0,0,1,1,10450599,1,1
4339800,28,1.83E+16,8.40E+14,109,21000,21000,40000000000,40000000000,40000000000,1507193012,1507192985,0,0,1,1,10449631,1,1
4340774,0,3.00E+18,8.40E+14,110,21000,21000,40000000000,40000000000,40000000000,1507222712,1507222711,0,0,1,1,10448657,1,1
4341810,74,5.47E+18,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1507252958,1507252948,0,0,1,1,10447621,1,1
4341878,3,2.13E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1507255550,1507255524,0,0,1,1,10447553,1,1
4342475,1,5.13E+17,6.30E+14,110,21000,21000,30000000000,30000000000,30000000000,1507272983,1507272983,0,0,1,1,10446956,1,1
4342762,4,8.71E+15,6.30E+14,109,21000,21000,30000000000,30000000000,30000000000,1507282007,1507281979,0,0,1,1,10446669,1,1
4343838,25,5.70E+18,6.30E+14,112,21000,21000,30000000000,30000000000,30000000000,1507314480,1507314451,0,0,1,1,10445594,1,1
4343873,74,2.31E+16,6.30E+14,109,21000,21000,30000000000,30000000000,30000000000,1507315567,1507315564,0,0,1,1,10445559,1,1
5260145,59,3.61E+20,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1521089509,1521089509,0,0,1,1,9529287,1,1
5267646,11,1.61E+17,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1521198509,1521198490,0,0,1,1,9521786,1,1
4314558,3,2.94E+17,6.51E+14,110,21000,21000,31000000000,31000000000,31000000000,1506432087,1506432069,0,0,1,1,10450196,1,1
4314637,40,1.43E+17,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506434744,1506434722,0,0,1,1,10450117,1,1
4314648,3,9.73E+16,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506435220,1506435217,0,0,1,1,10450106,1,1
4314781,17,8.10E+15,4.41E+14,109,21000,21000,21000000000,21000000000,21000000000,1506439502,1506439400,0,0,1,1,10449973,1,1
4314781,20,4.13E+16,4.41E+14,109,21000,21000,21000000000,21000000000,21000000000,1506439502,1506439502,0,0,1,1,10449973,1,1
4314787,65,1.18E+17,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506439643,1506439606,0,0,1,1,10449967,1,1
4314830,61,3.56E+16,4.41E+14,109,21000,21000,21000000000,21000000000,21000000000,1506440854,1506440818,0,0,1,1,10449924,1,1
4314919,35,1.00E+16,7.98E+14,109,21000,21000,38000000000,38000000000,38000000000,1506443414,1506443406,0,0,1,1,10449835,1,1
4318576,9,1.02E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506551823,1506551813,0,0,1,1,10446178,1,1
4323010,3,8.79E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1506687245,1506687244,0,0,1,1,10441744,1,1
4323239,127,9.47E+16,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506694309,1506694144,0,0,1,1,10441515,1,1
4323327,44,3.02E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506696951,1506696945,0,0,1,1,10441427,1,1
4323778,77,1.72E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506712210,1506712087,0,1,1,1,10440976,1,1
4323823,31,3.40E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506713469,1506713417,0,0,1,1,10440931,1,1
4323830,13,1.35E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1506713654,1506713654,0,0,1,1,10440924,1,1
4324341,39,4.60E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506728994,1506728976,0,0,1,1,10440413,1,1
4327029,261,9.97E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506809622,1506809503,0,0,1,1,10437725,1,1
4327451,103,6.25E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1506822462,1506822453,0,0,1,1,10437303,1,1
4328022,37,1.00E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1506839159,1506839129,0,0,1,1,10436732,1,1
4328031,5,6.55E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1506839570,1506839558,0,0,1,1,10436723,1,1
4328677,6,1.49E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1506859507,1506859499,0,0,1,1,10436077,1,1
4328795,95,1.00E+16,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1506862403,1506862250,0,0,1,1,10435959,1,1
4328806,1,6.51E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1506862653,1506863205,0,0,1,1,10435948,1,1
4328862,26,1.94E+19,1.26E+15,111,21000,21000,60000000000,60000000000,60000000000,1506864519,1506864424,0,0,1,1,10435892,1,1
4331570,20,1.00E+16,1.26E+15,109,51000,21000,60000000000,60000000000,60000000000,1506947256,1506947244,0,0,1,1,10433184,1,1
4331576,13,7.11E+15,1.26E+15,109,21000,21000,60000000000,60000000000,60000000000,1506947478,1506947478,0,0,1,1,10433178,1,1
4336372,1,1.00E+19,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1507091102,1507091080,0,0,1,1,10428382,1,1
4336377,4,1.00E+20,1.26E+15,111,21000,21000,60000000000,60000000000,60000000000,1507091253,1507091253,0,0,1,1,10428377,1,1
4336386,1,9.00E+19,1.26E+15,111,21000,21000,60000000000,60000000000,60000000000,1507091566,1507091539,0,0,1,1,10428368,1,1
4336429,6,5.74E+17,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1507092802,1507092780,0,0,1,1,10428325,1,1
5773448,24,8.90E+17,1.07E+15,113,21000,21000,51000000000,51000000000,51000000000,1528733062,1528733054,0,0,1,1,9015944,1,1
5773517,114,5.50E+17,1.47E+14,110,21000,21000,7000000000,7000000000,7000000000,1528734048,1528734024,0,0,1,1,9015875,1,1
5773540,177,5.00E+16,1.68E+14,109,21000,21000,8000000000,8000000000,8000000000,1528734388,1528734364,0,0,1,1,9015852,1,1
5773547,233,2.44E+18,1.07E+15,113,21000,21000,51000000000,51000000000,51000000000,1528734511,1528734493,0,0,1,1,9015846,1,1
5773550,240,5.00E+17,1.68E+14,110,21000,21000,8000000000,8000000000,8000000000,1528734559,1528734530,0,0,1,1,9015844,1,1
6398409,3,4.43E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1537864326,1537864310,0,0,1,1,8390985,1,1
5638641,24,5.94E+17,1.05E+15,114,150000,21000,50000000000,50000000000,50000000000,1526667730,1526667595,0,0,1,1,9150984,1,1
5638823,154,1.00E+18,2.10E+14,110,21000,21000,10000000000,10000000000,10000000000,1526670252,1526670252,0,0,1,1,9150802,1,1
5650798,55,1.59E+18,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1526853838,1526853833,0,0,1,1,9138827,1,1
5579317,37,3.26E+19,1.05E+14,111,21000,21000,5000000000,5000000000,5000000000,1525768665,1525768665,0,0,1,1,9206212,1,1
6518170,60,3.26E+19,8.61E+14,110,21000,21000,41000000000,41000000000,41000000000,1539549399,1539549394,0,0,1,1,8267359,1,1
6979596,3,9.42E+19,1.64E+15,111,21000,21000,78000000000,78000000000,78000000000,1546133351,1546133351,0,0,1,1,7805908,1,1
6979880,6,8.60E+19,1.49E+15,111,21000,21000,71000000000,71000000000,71000000000,1546137662,1546137668,0,0,1,1,7805624,1,1
7021206,89,1.80E+20,2.08E+15,111,21000,21000,99000000000,99000000000,99000000000,1546759840,1546759844,0,0,1,1,7764298,1,1
5865726,159,1.00E+17,5.78E+13,111,21000,21000,2750000000,2750000000,2750000000,1530102847,1530102828,0,0,1,1,8917237,1,1
5866112,184,5.00E+17,4.20E+13,109,21000,21000,2000000000,2000000000,2000000000,1530108373,1530108344,0,0,1,1,8916851,1,1
5866525,8,5.00E+17,1.26E+15,111,1000000,21000,60000000000,60000000000,60000000000,1530115251,1530115243,0,0,1,1,8916439,1,1
5867244,49,9.21E+17,6.30E+13,111,21000,21000,3000000000,3000000000,3000000000,1530126267,1530126267,0,0,1,1,8915720,1,1
5868053,13,1.00E+16,8.61E+14,109,21000,21000,41000000000,41000000000,41000000000,1530137980,1530137979,0,0,1,1,8914911,1,1
5868119,0,1.00E+18,2.34E+15,113,45000,21000,1.12E+11,1.12E+11,1.12E+11,1530138820,1530138820,0,0,1,1,8914845,1,1
5868167,210,5.00E+18,7.35E+13,109,21000,21000,3500000000,3500000000,3500000000,1530139521,1530139379,0,0,1,1,8914797,1,1
5868168,335,5.00E+17,4.20E+13,110,100000,21000,2000000000,2000000000,2000000000,1530139551,1530139424,0,0,1,1,8914796,1,1
5868244,226,2.55E+17,8.40E+13,109,21000,21000,4000000000,4000000000,4000000000,1530140571,1530140571,0,0,1,1,8914720,1,1
5868261,285,5.00E+17,8.40E+13,109,21000,21000,4000000000,4000000000,4000000000,1530140822,1530140822,0,0,1,1,8914703,1,1
